id,variavel,unidade,classificacoes_id,localidade_id,localidade_nivel_id,localidade_nivel_nome,localidade_nome,periodo,c56727-Índice de receita nominal das atividades turísticas,c56728-Índice de volume das atividades turísticas
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202101,53.21416,65.70797
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202102,56.30967,64.92063
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202103,56.39298,62.83222
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202104,57.75062,65.31278
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202105,63.37020,71.88167
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202106,64.60376,73.99957
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202107,68.18696,77.93960
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202108,69.41580,78.37454
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202109,75.12040,82.30057
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202110,77.92757,84.52170
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202111,80.03661,86.04503
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202112,85.92945,90.75527
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202201,85.63328,90.30067
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202202,86.00025,94.05278
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202203,90.68496,100.47251
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202204,94.73632,103.73340
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202205,107.27730,112.58334
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202206,96.53632,88.35153
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202207,101.83816,94.79885
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202208,100.63759,95.70107
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202209,100.75471,101.07776
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202210,121.14454,112.68554
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202211,103.85292,95.54011
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202212,110.03156,111.46195
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202301,103.91572,101.67114
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202302,104.27770,102.44438
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202303,111.42886,106.45762
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202304,104.12518,96.60525
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202305,107.07033,101.35959
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202306,116.08680,104.64614
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202307,106.18737,98.72517
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202308,104.89590,99.12632
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202309,105.06602,93.62268
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202310,105.62060,90.28555
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202311,101.73505,84.19680
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202312,96.77014,78.79799
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202401,102.33630,88.60699
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202402,104.49319,92.16075
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202403,102.42793,88.56197
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202404,102.26144,95.08250
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202405,103.46993,91.93689
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202406,106.22863,94.63502
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202407,105.94217,95.96229
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202408,109.93233,94.20068
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,13,N3,Unidade da Federação,Amazonas,202409,106.73702,94.99997
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201101,36.86904,73.39061
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201102,37.37195,71.19422
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201103,37.83833,70.75620
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201104,37.04324,66.18203
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201105,37.98526,68.10426
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201106,39.17926,68.01106
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201107,38.83567,67.09596
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201108,39.68473,67.49091
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201109,39.38852,63.96754
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201110,39.36995,61.76263
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201111,38.92038,60.45532
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201112,39.22727,67.60861
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201201,39.96610,62.93375
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201202,42.37477,65.93800
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201203,41.77032,64.14274
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201204,44.76530,66.22399
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201205,41.80129,63.60432
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201206,42.80916,65.87616
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201207,42.86887,64.08571
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201208,42.14644,59.73833
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201209,45.48597,68.36461
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201210,46.80081,70.95719
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201211,48.23993,70.77108
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201212,48.51530,73.54328
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201301,49.21254,70.44658
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201302,49.08830,68.24107
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201303,50.50478,69.27186
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201304,51.43558,75.51346
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201305,52.97452,76.74683
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201306,52.60088,74.06889
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201307,54.26925,79.71896
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201308,53.28434,72.71010
7168,PMS - Número-índice com ajuste sazonal (2022=100),Número-índice,11046,15,N3,Unidade da Federação,Pará,201309,53.50191,73.69821
