id,variavel,unidade,classificacoes_id,classificacoes_nome,classificacoes_categoria,classificacoes_categoria_id,localidade_id,localidade_nivel_id,localidade_nivel_nome,localidade_nome,valor,periodo
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2301,N7,Região Metropolitana,Fortaleza - CE,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2401,N7,Região Metropolitana,Natal - RN,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2401,N7,Região Metropolitana,Natal - RN,9,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2401,N7,Região Metropolitana,Natal - RN,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2501,N7,Região Metropolitana,João Pessoa - PB,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2501,N7,Região Metropolitana,João Pessoa - PB,9,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2501,N7,Região Metropolitana,João Pessoa - PB,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2601,N7,Região Metropolitana,Recife - PE,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2601,N7,Região Metropolitana,Recife - PE,14,2008
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2601,N7,Região Metropolitana,Recife - PE,...,2017
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2701,N7,Região Metropolitana,Maceió - AL,...,2000
2598,Municípios com serviço de abastecimento de água por rede geral de distribuição,Unidades,11974,Existência e tipo de tratamento da água,Total de municípios abastecidos,2114,2701,N7,Região Metropolitana,Maceió - AL,11,2008
